Date	Time	Severity	Direction	Truck
20050225	0745	Property Damage	N	FALSE
20050225	0920	Complaint of Pain	N	FALSE
20050225	1020	Property Damage	S	FALSE
20050225	1140	Property Damage	N	TRUE
20050225	2029	Property Damage	N	FALSE
20050225	2202	Property Damage	N	FALSE
20050225	2204	Property Damage	N	FALSE
20050226	0100	Property Damage	S	FALSE
20050227	0455	Complaint of Pain	S	FALSE
20050227	0755	Property Damage	N	TRUE
20050227	0810	Property Damage	N	FALSE
20050227	0811	Property Damage	N	TRUE
20050227	1730	Visible Injury	N	FALSE
20050227	2125	Visible Injury	N	FALSE
20050228	1210	Property Damage	N	TRUE
20050228	1530	Property Damage	N	FALSE
20050228	1820	Property Damage	N	FALSE
20050301	1550	Property Damage	S	TRUE
20050301	2105	Property Damage	S	TRUE
20050302	0600	Severe Injury	N	TRUE
20050302	1240	Property Damage	S	FALSE
20050302	1520	Property Damage	S	TRUE
20050302	1650	Severe Injury	S	FALSE
20050302	1700	Property Damage	S	FALSE
20050302	1800	Property Damage	N	FALSE
20050302	1930	Property Damage	S	FALSE
20050303	0620	Property Damage	N	FALSE
20050303	0855	Property Damage	N	TRUE
20050303	1250	Property Damage	S	FALSE
20050303	2050	Property Damage	N	FALSE
20050304	0315	Complaint of Pain	S	FALSE
20050304	0925	Property Damage	N	TRUE
20050304	1110	Complaint of Pain	S	FALSE
20050304	1325	Property Damage	N	FALSE
20050304	1715	Property Damage	N	TRUE
20050304	1840	Property Damage	N	TRUE
20050304	2315	Visible Injury	S	FALSE
20050305	2330	Property Damage	S	FALSE
20050306	0700	Property Damage	S	FALSE
20050306	1650	Complaint of Pain	N	FALSE
20050307	0230	Property Damage	S	FALSE
20050307	0430	Property Damage	S	FALSE
20050307	0825	Property Damage	N	TRUE
20050307	1050	Property Damage	S	FALSE
20050307	1230	Complaint of Pain	N	FALSE
20050307	1745	Property Damage	N	TRUE
20050307	2305	Severe Injury	S	FALSE
20050307	2306	Property Damage	S	FALSE
20050307	2320	Property Damage	N	FALSE
20050308	0550	Property Damage	S	TRUE
20050308	0715	Property Damage	S	TRUE
20050308	1408	Property Damage	N	FALSE
20050308	1730	Property Damage	N	FALSE
20050308	1900	Property Damage	N	TRUE
20050308	2050	Property Damage	S	FALSE
20050309	0840	Property Damage	N	TRUE
20050309	1040	Property Damage	S	FALSE
20050309	1046	Complaint of Pain	S	FALSE
20050309	1538	Property Damage	S	FALSE
20050310	0615	Property Damage	N	FALSE
20050310	0700	Property Damage	N	FALSE
20050310	1640	Property Damage	N	FALSE
20050310	1800	Property Damage	S	FALSE
20050311	1645	Property Damage	S	FALSE
20050312	0001	Complaint of Pain	S	FALSE
20050312	0003	Complaint of Pain	S	FALSE
20050312	0020	Visible Injury	N	FALSE
20050312	0145	Property Damage	N	FALSE
20050312	0255	Property Damage	N	FALSE
20050312	1345	Property Damage	N	FALSE
20050312	1800	Property Damage	S	FALSE
20050312	2335	Property Damage	S	FALSE
20050313	1247	Property Damage	N	FALSE
20050313	2130	Property Damage	S	FALSE
20050313	2355	Visible Injury	S	FALSE
20050314	0800	Property Damage	N	TRUE
20050314	1440	Property Damage	N	TRUE
20050314	1455	Property Damage	N	TRUE
20050314	1610	Property Damage	S	FALSE
20050314	1720	Property Damage	S	FALSE
20050314	2145	Property Damage	N	FALSE
20050314	2150	Property Damage	N	FALSE
20050315	0700	Property Damage	N	FALSE
20050315	0847	Visible Injury	N	FALSE
20050315	1033	Complaint of Pain	S	FALSE
20050315	2135	Property Damage	N	FALSE
20050316	1330	Property Damage	N	FALSE
20050316	1635	Property Damage	N	TRUE
20050316	1705	Property Damage	S	TRUE
20050316	1915	Property Damage	S	FALSE
20050317	0458	Property Damage	N	FALSE
20050317	0500	Property Damage	N	FALSE
20050317	0800	Complaint of Pain	S	TRUE
20050317	0850	Complaint of Pain	S	TRUE
20050317	1420	Complaint of Pain	S	FALSE
20050317	1625	Property Damage	S	FALSE
20050317	2148	Property Damage	N	FALSE
20050318	0845	Complaint of Pain	S	FALSE
20050318	1140	Property Damage	N	FALSE
20050318	1300	Property Damage	S	FALSE
20050318	1450	Property Damage	S	FALSE
20050318	1530	Property Damage	S	FALSE
20050318	1710	Property Damage	N	TRUE
20050318	1815	Property Damage	N	FALSE
20050318	1930	Property Damage	N	FALSE
20050319	0120	Property Damage	S	FALSE
20050319	0140	Fatal	N	FALSE
20050319	0235	Property Damage	N	FALSE
20050319	0655	Property Damage	N	FALSE
20050319	1235	Property Damage	S	FALSE
20050319	1555	Property Damage	S	FALSE
20050320	0055	Complaint of Pain	N	FALSE
20050320	0105	Visible Injury	S	FALSE
20050320	0210	Property Damage	N	FALSE
20050320	0223	Property Damage	S	FALSE
20050320	0240	Property Damage	S	FALSE
20050320	0343	Complaint of Pain	S	FALSE
20050320	1315	Property Damage	N	FALSE
20050320	1450	Property Damage	N	FALSE
20050320	2014	Property Damage	N	FALSE
20050320	2225	Property Damage	S	FALSE
20050321	0545	Property Damage	N	FALSE
20050321	1210	Property Damage	N	TRUE
20050321	1305	Property Damage	S	TRUE
20050321	1515	Complaint of Pain	S	FALSE
20050321	2055	Property Damage	S	TRUE
20050321	2109	Property Damage	S	FALSE
20050321	2110	Visible Injury	S	FALSE
20050322	0555	Property Damage	N	FALSE
20050322	0905	Property Damage	N	TRUE
20050322	1732	Property Damage	S	FALSE
20050322	2045	Property Damage	S	TRUE
20050322	2120	Complaint of Pain	N	FALSE
20050323	0845	Property Damage	S	FALSE
20050323	2125	Property Damage	S	FALSE
20050323	2200	Property Damage	S	FALSE
20050324	0630	Property Damage	S	FALSE
20050324	0710	Property Damage	N	FALSE
20050324	0712	Property Damage	N	TRUE
20050324	0810	Visible Injury	N	FALSE
20050324	1200	Property Damage	N	TRUE
20050324	1430	Property Damage	S	TRUE
20050324	1450	Visible Injury	N	FALSE
20050324	1520	Complaint of Pain	S	TRUE
20050324	1700	Property Damage	S	FALSE
20050324	1800	Complaint of Pain	N	FALSE
20050324	1930	Complaint of Pain	N	FALSE
20050325	0940	Property Damage	N	TRUE
20050325	1400	Complaint of Pain	S	FALSE
20050325	1435	Property Damage	N	FALSE
20050325	1455	Property Damage	S	FALSE
20050325	2325	Severe Injury	S	FALSE
20050326	0131	Property Damage	S	FALSE
20050326	0420	Complaint of Pain	S	FALSE
20050326	0445	Property Damage	S	FALSE
20050326	0454	Property Damage	S	FALSE
20050326	0600	Property Damage	N	FALSE
20050326	1500	Property Damage	N	FALSE
20050327	0133	Property Damage	S	FALSE
20050327	0210	Property Damage	N	FALSE
20050327	1525	Property Damage	S	FALSE
20050327	1600	Property Damage	S	TRUE
20050328	1620	Property Damage	N	TRUE
20050328	2133	Property Damage	N	FALSE
20050329	0655	Property Damage	N	FALSE
20050329	1115	Complaint of Pain	N	TRUE
20050329	1135	Property Damage	S	FALSE
20050329	1600	Property Damage	N	FALSE
20050329	1610	Property Damage	N	FALSE
20050330	0045	Severe Injury	N	FALSE
20050330	0630	Property Damage	N	TRUE
20050330	0915	Property Damage	N	TRUE
20050330	1235	Property Damage	N	FALSE
20050330	1430	Visible Injury	S	TRUE
20050330	1500	Property Damage	S	FALSE
20050330	2300	Visible Injury	N	FALSE
20050331	0005	Property Damage	S	TRUE
20050331	0545	Property Damage	S	FALSE
20050331	0900	Complaint of Pain	N	FALSE
20050331	1030	Property Damage	S	TRUE
20050331	1155	Visible Injury	S	TRUE
20050331	1200	Property Damage	S	TRUE
20050331	1240	Property Damage	S	FALSE
20050331	1440	Property Damage	N	TRUE
20050331	1600	Property Damage	N	FALSE
20050331	1615	Property Damage	N	FALSE
20050331	1930	Property Damage	S	FALSE
20050401	0705	Property Damage	S	TRUE
20050401	0800	Property Damage	S	TRUE
20050401	0837	Complaint of Pain	S	TRUE
20050401	0930	Property Damage	N	FALSE
20050401	1555	Complaint of Pain	N	FALSE
20050402	0040	Property Damage	S	FALSE
20050402	0225	Complaint of Pain	N	FALSE
20050402	0805	Property Damage	N	TRUE
20050402	1310	Property Damage	N	FALSE
20050402	2145	Complaint of Pain	S	FALSE
20050402	2240	Complaint of Pain	S	FALSE
20050403	1600	Property Damage	N	FALSE
20050404	0730	Property Damage	S	FALSE
20050404	0752	Property Damage	S	TRUE
20050404	0835	Property Damage	N	FALSE
20050404	1119	Property Damage	N	FALSE
20050404	1515	Complaint of Pain	N	FALSE
20050404	1700	Property Damage	N	FALSE
20050404	1735	Property Damage	N	FALSE
20050404	1810	Property Damage	N	FALSE
20050406	0110	Property Damage	N	FALSE
20050406	1000	Property Damage	S	TRUE
20050406	1335	Property Damage	S	TRUE
20050406	1700	Property Damage	N	TRUE
20050406	2312	Property Damage	S	FALSE
20050406	2313	Complaint of Pain	S	FALSE
20050407	0640	Complaint of Pain	N	TRUE
20050407	0805	Property Damage	N	FALSE
20050407	1434	Property Damage	N	FALSE
20050407	1634	Property Damage	N	FALSE
20050407	2225	Visible Injury	S	FALSE
20050407	2255	Property Damage	N	FALSE
20050407	2320	Visible Injury	N	FALSE
20050408	0715	Property Damage	S	FALSE
20050408	0800	Property Damage	N	TRUE
20050408	0810	Property Damage	S	FALSE
20050408	0850	Visible Injury	N	TRUE
20050408	1130	Property Damage	N	TRUE
20050408	1200	Visible Injury	S	TRUE
20050408	1250	Property Damage	N	TRUE
20050408	1530	Complaint of Pain	N	FALSE
20050408	2305	Property Damage	N	FALSE
20050409	0015	Complaint of Pain	N	FALSE
20050409	0515	Complaint of Pain	S	FALSE
20050410	1040	Property Damage	S	FALSE
20050410	1045	Complaint of Pain	N	FALSE
20050410	1640	Property Damage	N	FALSE
20050410	2035	Property Damage	S	FALSE
20050410	2053	Property Damage	N	FALSE
20050410	2200	Complaint of Pain	S	FALSE
20050411	0115	Property Damage	S	FALSE
20050411	0225	Property Damage	N	FALSE
20050411	0640	Property Damage	S	TRUE
20050411	0650	Property Damage	N	FALSE
20050411	1130	Complaint of Pain	S	FALSE
20050411	1145	Property Damage	S	FALSE
20050411	1330	Property Damage	N	FALSE
20050411	1610	Property Damage	N	TRUE
20050411	1645	Visible Injury	S	TRUE
20050412	0145	Visible Injury	N	FALSE
20050412	0850	Property Damage	S	FALSE
20050412	1040	Property Damage	S	FALSE
20050412	1115	Property Damage	N	FALSE
20050412	1145	Complaint of Pain	N	TRUE
20050412	1350	Property Damage	N	TRUE
20050412	1440	Complaint of Pain	S	FALSE
20050412	1840	Property Damage	N	FALSE
20050413	0520	Property Damage	S	TRUE
20050413	0650	Property Damage	N	FALSE
20050413	0830	Property Damage	N	FALSE
20050413	0840	Complaint of Pain	N	FALSE
20050413	1120	Property Damage	N	FALSE
20050413	1149	Complaint of Pain	N	FALSE
20050413	1215	Property Damage	N	FALSE
20050413	1645	Property Damage	S	FALSE
20050413	1705	Property Damage	S	FALSE
20050413	2025	Property Damage	N	TRUE
20050414	0100	Property Damage	S	TRUE
20050414	1600	Property Damage	N	FALSE
20050414	1610	Property Damage	S	FALSE
20050414	1735	Property Damage	S	TRUE
20050415	0855	Property Damage	S	FALSE
20050415	0920	Property Damage	N	TRUE
20050415	1615	Property Damage	N	FALSE
20050415	1950	Property Damage	S	FALSE
20050416	0110	Property Damage	S	FALSE
20050416	0205	Complaint of Pain	N	FALSE
20050416	0206	Complaint of Pain	N	FALSE
20050416	0225	Property Damage	S	TRUE
20050416	1100	Property Damage	N	TRUE
20050416	1525	Property Damage	S	FALSE
20050416	1635	Property Damage	N	FALSE
20050416	1715	Complaint of Pain	N	TRUE
20050416	2100	Complaint of Pain	S	FALSE
20050417	0340	Property Damage	N	FALSE
20050417	1605	Complaint of Pain	S	TRUE
20050417	1950	Property Damage	N	FALSE
20050418	0401	Property Damage	S	FALSE
20050418	0945	Property Damage	N	TRUE
20050418	1240	Property Damage	N	TRUE
20050418	1800	Property Damage	N	TRUE
20050418	1920	Complaint of Pain	S	FALSE
20050418	2300	Complaint of Pain	S	FALSE
20050419	1050	Property Damage	S	TRUE
20050419	1055	Complaint of Pain	S	TRUE
20050419	1130	Property Damage	N	TRUE
20050419	1615	Visible Injury	S	FALSE
20050419	1810	Property Damage	S	FALSE
20050419	2058	Visible Injury	N	FALSE
20050419	2101	Property Damage	N	FALSE
20050419	2300	Property Damage	N	FALSE
20050420	0625	Complaint of Pain	N	FALSE
20050420	0715	Property Damage	N	FALSE
20050420	0920	Property Damage	S	FALSE
20050420	1250	Visible Injury	S	TRUE
20050420	1535	Complaint of Pain	N	FALSE
20050421	1200	Property Damage	S	TRUE
20050421	2220	Complaint of Pain	N	FALSE
20050422	0005	Property Damage	S	FALSE
20050422	0100	Visible Injury	N	FALSE
20050422	0545	Property Damage	N	TRUE
20050422	1210	Property Damage	S	TRUE
20050422	1245	Property Damage	S	TRUE
20050423	1350	Property Damage	N	FALSE
20050424	0003	Property Damage	S	FALSE
20050424	0005	Complaint of Pain	S	FALSE
20050424	0640	Property Damage	S	FALSE
20050424	1555	Severe Injury	S	TRUE
20050424	1855	Property Damage	N	FALSE
20050425	0545	Complaint of Pain	S	TRUE
20050425	0900	Property Damage	N	TRUE
20050425	1010	Property Damage	S	FALSE
20050425	2320	Property Damage	N	FALSE
20050426	0820	Property Damage	N	FALSE
20050426	0820	Visible Injury	N	FALSE
20050426	0945	Property Damage	N	TRUE
20050426	1425	Property Damage	N	TRUE
20050426	1435	Property Damage	N	TRUE
20050426	1600	Property Damage	N	TRUE
20050426	1645	Property Damage	S	FALSE
20050426	1705	Property Damage	N	TRUE
20050426	1720	Property Damage	S	TRUE
20050427	0020	Property Damage	N	FALSE
20050427	0130	Property Damage	N	FALSE
20050427	1250	Complaint of Pain	S	TRUE
20050427	1535	Complaint of Pain	S	TRUE
20050427	1620	Visible Injury	S	FALSE
20050427	1940	Property Damage	S	FALSE
20050428	0450	Property Damage	N	FALSE
20050428	0500	Complaint of Pain	S	FALSE
20050428	0502	Property Damage	S	FALSE
20050428	0740	Property Damage	N	FALSE
20050428	1015	Property Damage	S	TRUE
20050428	1030	Property Damage	N	TRUE
20050428	1150	Property Damage	S	FALSE
20050429	0830	Property Damage	N	FALSE
20050429	1020	Property Damage	N	FALSE
20050429	1245	Property Damage	N	FALSE
20050429	1415	Property Damage	N	TRUE
20050429	1600	Complaint of Pain	N	FALSE
20050429	1630	Property Damage	N	TRUE
20050429	1900	Property Damage	N	TRUE
20050430	0235	Fatal	S	FALSE
20050430	0825	Property Damage	N	TRUE
20050430	1150	Property Damage	S	FALSE
20050430	1600	Property Damage	S	FALSE
20050501	0045	Fatal	N	FALSE
20050501	1500	Visible Injury	S	TRUE
20050501	2050	Property Damage	N	FALSE
20050501	2051	Complaint of Pain	N	FALSE
20050502	0640	Property Damage	N	FALSE
20050502	1030	Property Damage	S	FALSE
20050502	2004	Complaint of Pain	N	FALSE
20050503	0825	Property Damage	N	TRUE
20050503	0835	Complaint of Pain	S	FALSE
20050503	1015	Property Damage	N	TRUE
20050503	1150	Property Damage	S	TRUE
20050503	1710	Property Damage	N	TRUE
20050503	1825	Property Damage	N	FALSE
20050503	2340	Property Damage	N	FALSE
20050504	0012	Property Damage	S	FALSE
20050504	1002	Property Damage	S	TRUE
20050504	1010	Property Damage	S	FALSE
20050504	2225	Visible Injury	S	FALSE
20050505	0150	Visible Injury	S	TRUE
20050505	0715	Property Damage	N	FALSE
20050505	0940	Property Damage	S	FALSE
20050505	1515	Property Damage	S	FALSE
20050505	1820	Property Damage	N	FALSE
20050505	1900	Property Damage	N	FALSE
